0.703974, 0.802862, 0.487245
0.688991, 0.796953, 0.485375
0.685374, 0.793620, 0.480436
0.682429, 0.786155, 0.471311
0.660025, 0.761145, 0.458431
0.651083, 0.757798, 0.457283
0.655222, 0.761670, 0.436453
0.640821, 0.755187, 0.434498
0.623965, 0.748881, 0.427983
0.622668, 0.765005, 0.422480
0.608097, 0.737082, 0.415785
0.600423, 0.734839, 0.396197
0.597402, 0.727907, 0.386238
0.576753, 0.720417, 0.396410
0.570965, 0.709131, 0.383386
0.571071, 0.710290, 0.369969
0.561715, 0.696210, 0.376586
0.562736, 0.694366, 0.361608
0.549416, 0.688152, 0.361045
0.540449, 0.686568, 0.348530
0.549847, 0.693890, 0.353032
0.534814, 0.667205, 0.345206
0.530490, 0.676135, 0.328863
0.517254, 0.660199, 0.329328
0.516175, 0.661817, 0.322051
0.513970, 0.665345, 0.320057
0.502677, 0.656408, 0.303560
0.504720, 0.647219, 0.306163
0.495200, 0.645193, 0.302760
0.491723, 0.647804, 0.285171
0.485602, 0.637980, 0.283056
0.491512, 0.638603, 0.274817
0.478954, 0.634449, 0.277878
0.470210, 0.628241, 0.277526
0.473560, 0.636338, 0.276305
0.461180, 0.627019, 0.266307
0.462704, 0.613563, 0.268213
0.450425, 0.619117, 0.252629
0.449009, 0.613003, 0.247611
0.450859, 0.615719, 0.249937
0.449058, 0.606973, 0.247789
0.443383, 0.606683, 0.242667
0.438841, 0.606166, 0.232128
0.434769, 0.604756, 0.235483
0.427530, 0.595346, 0.228105
0.426798, 0.595764, 0.231297
0.424463, 0.592936, 0.227088
0.426088, 0.590068, 0.219877
0.420801, 0.595197, 0.218187
0.411514, 0.588796, 0.213617
0.414833, 0.581721, 0.213701
0.409953, 0.585928, 0.213800
0.406399, 0.587197, 0.205530
0.407302, 0.582058, 0.207005
0.405781, 0.573141, 0.201562
0.402906, 0.574047, 0.198340
0.395769, 0.576749, 0.197669
0.394730, 0.569837, 0.192883
0.393973, 0.570967, 0.191767
0.393220, 0.570020, 0.187908
0.387434, 0.564216, 0.193287
0.385948, 0.564648, 0.186467
0.381695, 0.555723, 0.182631
0.379453, 0.559303, 0.182633
0.381908, 0.559526, 0.179864
0.381062, 0.555890, 0.177645
0.376033, 0.560605, 0.177489
0.376383, 0.552746, 0.175871
0.373189, 0.553441, 0.171370
0.369365, 0.553252, 0.169503
0.369609, 0.554499, 0.168362
0.370144, 0.547637, 0.162772
0.365457, 0.551332, 0.162673
0.366784, 0.547943, 0.166419
0.357577, 0.544960, 0.165286
0.362223, 0.546394, 0.160326
0.359410, 0.544790, 0.160260
0.357280, 0.542320, 0.158318
0.356508, 0.542382, 0.161490
0.351707, 0.540587, 0.156787
0.353241, 0.540376, 0.153388
0.352824, 0.540237, 0.150762
0.353241, 0.540666, 0.148494
0.348920, 0.535409, 0.150009
0.347273, 0.539505, 0.147350
0.346539, 0.532621, 0.145205
0.347393, 0.534354, 0.145175
0.345407, 0.534531, 0.143444
0.343111, 0.533259, 0.146136
0.343433, 0.531227, 0.143925
0.341813, 0.530992, 0.141675
0.341895, 0.529855, 0.142552
0.338759, 0.528990, 0.139740
0.338255, 0.530043, 0.137596
0.337226, 0.528707, 0.139542
0.335030, 0.526752, 0.137403
0.336196, 0.527934, 0.134647
0.335260, 0.526572, 0.134746
0.334101, 0.526478, 0.133118
0.332993, 0.525625, 0.131737
0.330907, 0.523430, 0.133417
0.331178, 0.523126, 0.133625
0.330482, 0.523896, 0.129395
0.329260, 0.523168, 0.130638
0.329164, 0.521972, 0.128680
0.328988, 0.521561, 0.128124
0.329679, 0.522129, 0.127324
